1.173114000000000000e+06,3.352750000000000000e+05,-7.241000000000000000e+03,2.572368000000000000e+07
1.173382000000000000e+06,3.354650000000000000e+05,-7.253000000000000000e+03,2.575098000000000000e+07
1.173448000000000000e+06,3.354560000000000000e+05,-7.279000000000000000e+03,2.601114000000000000e+07
1.173237000000000000e+06,3.353480000000000000e+05,-7.228000000000000000e+03,3.774132000000000000e+07
1.172890000000000000e+06,3.357240000000000000e+05,-7.355000000000000000e+03,4.166298000000000000e+07
1.173228000000000000e+06,3.354410000000000000e+05,-7.139000000000000000e+03,5.539092000000000000e+07
1.173495000000000000e+06,3.355690000000000000e+05,-7.165000000000000000e+03,5.539446000000000000e+07
1.173033000000000000e+06,3.354560000000000000e+05,-7.301000000000000000e+03,5.540460000000000000e+07
1.173255000000000000e+06,3.352740000000000000e+05,-7.185000000000000000e+03,5.540916000000000000e+07
1.173296000000000000e+06,3.353040000000000000e+05,-7.195000000000000000e+03,5.545098000000000000e+07
1.172559000000000000e+06,3.352850000000000000e+05,-7.169000000000000000e+03,5.670288000000000000e+07
1.173240000000000000e+06,3.353780000000000000e+05,-7.065000000000000000e+03,5.691624000000000000e+07
1.172806000000000000e+06,3.353940000000000000e+05,-7.112000000000000000e+03,5.691714000000000000e+07
1.172544000000000000e+06,3.354500000000000000e+05,-7.423000000000000000e+03,5.691834000000000000e+07
1.172781000000000000e+06,3.352500000000000000e+05,-7.226000000000000000e+03,5.691888000000000000e+07
1.172498000000000000e+06,3.352660000000000000e+05,-7.419000000000000000e+03,5.691906000000000000e+07
1.172641000000000000e+06,3.354260000000000000e+05,-7.395000000000000000e+03,5.691906000000000000e+07
1.172932000000000000e+06,3.354960000000000000e+05,-7.154000000000000000e+03,5.691918000000000000e+07
1.172537000000000000e+06,3.354150000000000000e+05,-7.442000000000000000e+03,5.691930000000000000e+07
1.172826000000000000e+06,3.354800000000000000e+05,-7.287000000000000000e+03,5.692080000000000000e+07
1.172792000000000000e+06,3.353410000000000000e+05,-7.250000000000000000e+03,5.692272000000000000e+07
1.172746000000000000e+06,3.352740000000000000e+05,-7.390000000000000000e+03,5.692572000000000000e+07
1.172619000000000000e+06,3.352030000000000000e+05,-7.418000000000000000e+03,5.694240000000000000e+07
1.172680000000000000e+06,3.352480000000000000e+05,-7.351000000000000000e+03,5.701140000000000000e+07
1.172704000000000000e+06,3.353280000000000000e+05,-7.379000000000000000e+03,5.702130000000000000e+07
1.172747000000000000e+06,3.352930000000000000e+05,-7.362000000000000000e+03,5.718744000000000000e+07
1.173046000000000000e+06,3.353220000000000000e+05,-7.211000000000000000e+03,5.808216000000000000e+07
1.173026000000000000e+06,3.355170000000000000e+05,-7.079000000000000000e+03,5.942862000000000000e+07
1.173105000000000000e+06,3.356560000000000000e+05,-7.375000000000000000e+03,6.013554000000000000e+07
1.172378000000000000e+06,3.354380000000000000e+05,-7.313000000000000000e+03,6.190272000000000000e+07
1.172922000000000000e+06,3.355200000000000000e+05,-7.045000000000000000e+03,6.263964000000000000e+07
1.172926000000000000e+06,3.354100000000000000e+05,-7.180000000000000000e+03,6.264348000000000000e+07
1.172889000000000000e+06,3.355130000000000000e+05,-7.261000000000000000e+03,6.322524000000000000e+07
1.172451000000000000e+06,3.356140000000000000e+05,-7.249000000000000000e+03,6.336132000000000000e+07
1.172568000000000000e+06,3.353870000000000000e+05,-7.075000000000000000e+03,6.364266000000000000e+07
1.173032000000000000e+06,3.355630000000000000e+05,-7.242000000000000000e+03,6.384654000000000000e+07
1.172789000000000000e+06,3.353500000000000000e+05,-7.246000000000000000e+03,6.485196000000000000e+07
1.172663000000000000e+06,3.356800000000000000e+05,-7.195000000000000000e+03,6.536208000000000000e+07
1.172540000000000000e+06,3.352660000000000000e+05,-7.187000000000000000e+03,6.553452000000000000e+07
1.172838000000000000e+06,3.353910000000000000e+05,-7.429000000000000000e+03,6.564450000000000000e+07
1.172608000000000000e+06,3.355070000000000000e+05,-7.200000000000000000e+03,6.630294000000000000e+07
1.172128000000000000e+06,3.352540000000000000e+05,-7.445000000000000000e+03,6.630330000000000000e+07
1.172716000000000000e+06,3.356160000000000000e+05,-7.163000000000000000e+03,6.630576000000000000e+07
1.172400000000000000e+06,3.355620000000000000e+05,-7.364000000000000000e+03,6.630606000000000000e+07
1.172390000000000000e+06,3.356840000000000000e+05,-7.315000000000000000e+03,6.667836000000000000e+07
1.172807000000000000e+06,3.356460000000000000e+05,-7.047000000000000000e+03,6.667842000000000000e+07
1.172322000000000000e+06,3.354360000000000000e+05,-7.341000000000000000e+03,6.678936000000000000e+07
1.172430000000000000e+06,3.353660000000000000e+05,-7.191000000000000000e+03,6.681636000000000000e+07
1.172465000000000000e+06,3.354840000000000000e+05,-7.217000000000000000e+03,6.682692000000000000e+07
1.172222000000000000e+06,3.355990000000000000e+05,-7.457000000000000000e+03,6.689814000000000000e+07
1.172956000000000000e+06,3.353380000000000000e+05,-7.283000000000000000e+03,6.737964000000000000e+07
1.172883000000000000e+06,3.356400000000000000e+05,-7.178000000000000000e+03,6.745344000000000000e+07
1.172414000000000000e+06,3.355300000000000000e+05,-7.293000000000000000e+03,6.778104000000000000e+07
